run_id,variant,model,prompt_strategy,tier,tier_order,database,question,gold_sql,generated_sql,outcome,correct,executed,silent_failure,error_type,confidence,confidence_bucket,gold_rows,returned_rows,tokens,cost_usd,latency_ms
233,V1,Llama 3.1 8B,zero-shot,moderate,2,cre_Doc_Template_Mgt,What are the ids of templates with template type code PP or PPT?,"SELECT template_id FROM Templates WHERE template_type_code = ""PP"" OR template_type_code = ""PPT""","SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')",Correct,1,1,0,none,1.0,0.9 to 1.0,9,9,376,0.000020,3238
234,V2,Llama 3.1 8B,few-shot,moderate,2,cre_Doc_Template_Mgt,What are the ids of templates with template type code PP or PPT?,"SELECT template_id FROM Templates WHERE template_type_code = ""PP"" OR template_type_code = ""PPT""","SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')",Correct,1,1,0,none,0.95,0.9 to 1.0,9,9,1006,0.000051,4257
235,V3,Llama 3.1 70B,zero-shot,moderate,2,cre_Doc_Template_Mgt,What are the ids of templates with template type code PP or PPT?,"SELECT template_id FROM Templates WHERE template_type_code = ""PP"" OR template_type_code = ""PPT""","SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')",Correct,1,1,0,none,1.0,0.9 to 1.0,9,9,376,0.000228,349
236,V4,Llama 3.1 70B,few-shot,moderate,2,cre_Doc_Template_Mgt,What are the ids of templates with template type code PP or PPT?,"SELECT template_id FROM Templates WHERE template_type_code = ""PP"" OR template_type_code = ""PPT""","SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT')",Correct,1,1,0,none,1.0,0.9 to 1.0,9,9,1006,0.000600,4497
237,V1,Llama 3.1 8B,zero-shot,moderate,2,cre_Docs_and_Epenses,Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.,"SELECT T1.statement_details , T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id = T2.document_id WHERE T1.statement_details = 'Private Project'","SELECT S.Statement_Details, D.Document_Name FROM Statements S JOIN Documents D ON S.Statement_ID = D.Document_ID WHERE S.Statement_Details = 'Private Project'",Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,524,0.000028,4216
238,V2,Llama 3.1 8B,few-shot,moderate,2,cre_Docs_and_Epenses,Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.,"SELECT T1.statement_details , T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id = T2.document_id WHERE T1.statement_details = 'Private Project'","SELECT T1.statement_details, T3.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id = T2.statement_id JOIN Documents_with_Expenses AS T4 ON T2.document_id = T4.document_id JOIN Documents AS T3 ON T4.document_id = T3.document_id WHERE T1.statement_details = 'Private Project'",Loud error,0,0,0,schema_error,0.8,0.7 to 0.9,1,,1200,0.000063,11601
239,V3,Llama 3.1 70B,zero-shot,moderate,2,cre_Docs_and_Epenses,Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.,"SELECT T1.statement_details , T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id = T2.document_id WHERE T1.statement_details = 'Private Project'","SELECT S.Statement_Details, D.Document_Name FROM Statements S JOIN Accounts A ON S.Statement_ID = A.Statement_ID JOIN Documents D ON A.Statement_ID = D.Document_ID WHERE S.Statement_Details = 'Private Project'",Silent failure,0,1,1,wrong_join,0.8,0.7 to 0.9,1,6,536,0.000328,2382
240,V4,Llama 3.1 70B,few-shot,moderate,2,cre_Docs_and_Epenses,Show the statement detail and the corresponding document name for the statement with detail 'Private Project'.,"SELECT T1.statement_details , T2.document_name FROM Statements AS T1 JOIN Documents AS T2 ON T1.statement_id = T2.document_id WHERE T1.statement_details = 'Private Project'","SELECT T1.Statement_Details, T3.Document_Name FROM Statements AS T1 JOIN Accounts AS T2 ON T1.Statement_ID = T2.Statement_ID JOIN Documents AS T3 ON T2.Statement_ID = T3.Document_ID WHERE T1.Statement_Details = 'Private Project'",Silent failure,0,1,1,wrong_join,0.9,0.9 to 1.0,1,6,1181,0.000711,5584
241,V1,Llama 3.1 8B,zero-shot,moderate,2,cre_Drama_Workshop_Groups,"What are the minimum, average, and maximum quantities ordered? Check all the invoices.","SELECT min(Order_Quantity) , avg(Order_Quantity) , max(Order_Quantity) FROM INVOICES","SELECT MIN(Order_Quantity) AS Min_Order_Quantity, AVG(Order_Quantity) AS Average_Order_Quantity, MAX(Order_Quantity) AS Max_Order_Quantity FROM Invoices",Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1603,0.000082,15422
242,V2,Llama 3.1 8B,few-shot,moderate,2,cre_Drama_Workshop_Groups,"What are the minimum, average, and maximum quantities ordered? Check all the invoices.","SELECT min(Order_Quantity) , avg(Order_Quantity) , max(Order_Quantity) FROM INVOICES","SELECT MIN(Order_Quantity) , AVG(Order_Quantity) , MAX(Order_Quantity) FROM Invoice_Items",Silent failure,0,1,1,wrong_join,0.95,0.9 to 1.0,1,1,2214,0.000112,22555
243,V3,Llama 3.1 70B,zero-shot,moderate,2,cre_Drama_Workshop_Groups,"What are the minimum, average, and maximum quantities ordered? Check all the invoices.","SELECT min(Order_Quantity) , avg(Order_Quantity) , max(Order_Quantity) FROM INVOICES","SELECT MIN(Order_Quantity), AVG(Order_Quantity), MAX(Order_Quantity) FROM Invoices",Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1580,0.000939,3689
244,V4,Llama 3.1 70B,few-shot,moderate,2,cre_Drama_Workshop_Groups,"What are the minimum, average, and maximum quantities ordered? Check all the invoices.","SELECT min(Order_Quantity) , avg(Order_Quantity) , max(Order_Quantity) FROM INVOICES","SELECT MIN(Order_Quantity), AVG(Order_Quantity), MAX(Order_Quantity) FROM Invoices",Correct,1,1,0,none,0.8,0.7 to 0.9,1,1,2211,0.001311,10520
245,V1,Llama 3.1 8B,zero-shot,moderate,2,cre_Theme_park,"Find all the locations whose names contain the word ""film"".","SELECT Location_Name FROM LOCATIONS WHERE Location_Name LIKE ""%film%""",SELECT Location_Name FROM Locations WHERE Location_Name LIKE '%film%',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1047,0.000053,10515
246,V1,Llama 3.1 8B,zero-shot,moderate,2,cre_Theme_park,What are the names and ids of the tourist attractions that are visited at most once?,"SELECT T1.Name , T1.Tourist_Attraction_ID FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID = T2.Tourist_Attraction_ID GROUP BY T2.Tourist_Attraction_ID HAVING count(*) <= 1","SELECT T1.Name, T1.Tourist_Attraction_ID FROM Tourist_Attractions T1 WHERE T1.Tourist_Attraction_ID NOT IN ( SELECT T2.Tourist_Attraction_ID FROM Visits T2 GROUP BY T2.Tourist_Attraction_ID HAVING COUNT(T2.Tourist_Attraction_ID) > 1 )",Silent failure,0,1,1,wrong_filter,1.0,0.9 to 1.0,5,10,1137,0.000060,11618
247,V2,Llama 3.1 8B,few-shot,moderate,2,cre_Theme_park,"Find all the locations whose names contain the word ""film"".","SELECT Location_Name FROM LOCATIONS WHERE Location_Name LIKE ""%film%""",SELECT Location_Name FROM Locations WHERE Location_Name LIKE '%film%',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1676,0.000085,16425
248,V2,Llama 3.1 8B,few-shot,moderate,2,cre_Theme_park,What are the names and ids of the tourist attractions that are visited at most once?,"SELECT T1.Name , T1.Tourist_Attraction_ID FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID = T2.Tourist_Attraction_ID GROUP BY T2.Tourist_Attraction_ID HAVING count(*) <= 1","SELECT T1.Name , T1.Tourist_Attraction_ID FROM Tourist_Attractions AS T1 JOIN Visits AS T2 ON T1.Tourist_Attraction_ID = T2.Tourist_Attraction_ID GROUP BY T1.Tourist_Attraction_ID HAVING COUNT(T2.Visit_ID) = 1",Correct,1,1,0,none,0.95,0.9 to 1.0,5,5,1738,0.000089,17509
249,V3,Llama 3.1 70B,zero-shot,moderate,2,cre_Theme_park,What are the names and ids of the tourist attractions that are visited at most once?,"SELECT T1.Name , T1.Tourist_Attraction_ID FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID = T2.Tourist_Attraction_ID GROUP BY T2.Tourist_Attraction_ID HAVING count(*) <= 1","SELECT T.Tourist_Attraction_ID, T.Name FROM Tourist_Attractions T JOIN Visits V ON T.Tourist_Attraction_ID = V.Tourist_Attraction_ID GROUP BY T.Tourist_Attraction_ID HAVING COUNT(V.Visit_ID) <= 1",Correct,1,1,0,none,0.9,0.9 to 1.0,5,5,1100,0.000664,5891
250,V3,Llama 3.1 70B,zero-shot,moderate,2,cre_Theme_park,"Find all the locations whose names contain the word ""film"".","SELECT Location_Name FROM LOCATIONS WHERE Location_Name LIKE ""%film%""",SELECT Location_Name FROM Locations WHERE Location_Name LIKE '%film%',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1047,0.000624,2631
251,V4,Llama 3.1 70B,few-shot,moderate,2,cre_Theme_park,What are the names and ids of the tourist attractions that are visited at most once?,"SELECT T1.Name , T1.Tourist_Attraction_ID FROM Tourist_Attractions AS T1 JOIN VISITS AS T2 ON T1.Tourist_Attraction_ID = T2.Tourist_Attraction_ID GROUP BY T2.Tourist_Attraction_ID HAVING count(*) <= 1","SELECT T1.Tourist_Attraction_ID, T1.Name FROM Tourist_Attractions AS T1 JOIN Visits AS T2 ON T1.Tourist_Attraction_ID = T2.Tourist_Attraction_ID GROUP BY T1.Tourist_Attraction_ID HAVING COUNT(T2.Visit_ID) <= 1",Correct,1,1,0,none,0.9,0.9 to 1.0,5,5,1742,0.001045,8459
252,V4,Llama 3.1 70B,few-shot,moderate,2,cre_Theme_park,"Find all the locations whose names contain the word ""film"".","SELECT Location_Name FROM LOCATIONS WHERE Location_Name LIKE ""%film%""",SELECT Location_Name FROM Locations WHERE Location_Name LIKE '%film%',Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1676,0.000994,8606
253,V1,Llama 3.1 8B,zero-shot,moderate,2,customers_and_invoices,"Show the unique first names, last names, and phone numbers for all customers with any account.","SELECT DISTINCT T1.customer_first_name , T1.customer_last_name , T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id = T2.customer_id","SELECT DISTINCT C.customer_first_name, C.customer_last_name, C.phone_number FROM Customers C INNER JOIN Accounts A ON C.customer_id = A.customer_id",Correct,1,1,0,none,1.0,0.9 to 1.0,7,7,955,0.000049,9331
254,V2,Llama 3.1 8B,few-shot,moderate,2,customers_and_invoices,"Show the unique first names, last names, and phone numbers for all customers with any account.","SELECT DISTINCT T1.customer_first_name , T1.customer_last_name , T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id = T2.customer_id","SELECT DISTINCT T1.customer_first_name, T1.customer_last_name, T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id = T2.customer_id",Correct,1,1,0,none,0.95,0.9 to 1.0,7,7,1584,0.000081,20535
255,V3,Llama 3.1 70B,zero-shot,moderate,2,customers_and_invoices,"Show the unique first names, last names, and phone numbers for all customers with any account.","SELECT DISTINCT T1.customer_first_name , T1.customer_last_name , T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id = T2.customer_id","SELECT DISTINCT C.customer_first_name, C.customer_last_name, C.phone_number FROM Customers C JOIN Accounts A ON C.customer_id = A.customer_id",Correct,1,1,0,none,1.0,0.9 to 1.0,7,7,944,0.000566,2635
256,V4,Llama 3.1 70B,few-shot,moderate,2,customers_and_invoices,"Show the unique first names, last names, and phone numbers for all customers with any account.","SELECT DISTINCT T1.customer_first_name , T1.customer_last_name , T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id = T2.customer_id","SELECT DISTINCT T1.customer_first_name, T1.customer_last_name, T1.phone_number FROM Customers AS T1 JOIN Accounts AS T2 ON T1.customer_id = T2.customer_id",Correct,1,1,0,none,0.9,0.9 to 1.0,7,7,1585,0.000946,7647
257,V1,Llama 3.1 8B,zero-shot,moderate,2,customers_and_products_contacts,"Show the name, phone, and payment method code for all customers in descending order of customer number.","SELECT customer_name , customer_phone , payment_method_code FROM customers ORDER BY customer_number DESC","SELECT customer_name, customer_phone, payment_method_code FROM Customers ORDER BY customer_number DESC",Correct,1,1,0,none,1.0,0.9 to 1.0,15,15,611,0.000032,5663
258,V2,Llama 3.1 8B,few-shot,moderate,2,customers_and_products_contacts,"Show the name, phone, and payment method code for all customers in descending order of customer number.","SELECT customer_name , customer_phone , payment_method_code FROM customers ORDER BY customer_number DESC","SELECT customer_name, customer_phone, payment_method_code FROM Customers ORDER BY customer_number DESC",Correct,1,1,0,none,0.95,0.9 to 1.0,15,15,1231,0.000063,12539
259,V3,Llama 3.1 70B,zero-shot,moderate,2,customers_and_products_contacts,"Show the name, phone, and payment method code for all customers in descending order of customer number.","SELECT customer_name , customer_phone , payment_method_code FROM customers ORDER BY customer_number DESC","SELECT customer_name, customer_phone, payment_method_code FROM Customers ORDER BY customer_number DESC",Correct,1,1,0,none,1.0,0.9 to 1.0,15,15,601,0.000361,2461
260,V4,Llama 3.1 70B,few-shot,moderate,2,customers_and_products_contacts,"Show the name, phone, and payment method code for all customers in descending order of customer number.","SELECT customer_name , customer_phone , payment_method_code FROM customers ORDER BY customer_number DESC","SELECT customer_name, customer_phone, payment_method_code FROM Customers ORDER BY customer_number DESC",Correct,1,1,0,none,0.95,0.9 to 1.0,15,15,1231,0.000733,6545
261,V1,Llama 3.1 8B,zero-shot,moderate,2,customers_card_transactions,"What are the different card types, and how many cards are there of each?","SELECT card_type_code , count(*) FROM Customers_cards GROUP BY card_type_code","SELECT card_type_code, COUNT(card_id) as total_cards FROM Customers_Cards GROUP BY card_type_code",Correct,1,1,0,none,1.0,0.9 to 1.0,2,2,474,0.000025,5511
262,V2,Llama 3.1 8B,few-shot,moderate,2,customers_card_transactions,"What are the different card types, and how many cards are there of each?","SELECT card_type_code , count(*) FROM Customers_cards GROUP BY card_type_code","SELECT card_type_code, COUNT(card_id) as card_count FROM Customers_Cards GROUP BY card_type_code",Correct,1,1,0,none,0.95,0.9 to 1.0,2,2,1096,0.000056,11320
263,V3,Llama 3.1 70B,zero-shot,moderate,2,customers_card_transactions,"What are the different card types, and how many cards are there of each?","SELECT card_type_code , count(*) FROM Customers_cards GROUP BY card_type_code","SELECT card_type_code, COUNT(card_id) FROM Customers_Cards GROUP BY card_type_code",Correct,1,1,0,none,1.0,0.9 to 1.0,2,2,463,0.000280,2388
264,V4,Llama 3.1 70B,few-shot,moderate,2,customers_card_transactions,"What are the different card types, and how many cards are there of each?","SELECT card_type_code , count(*) FROM Customers_cards GROUP BY card_type_code","SELECT card_type_code, COUNT(*) as number_of_cards FROM Customers_Cards GROUP BY card_type_code",Correct,1,1,0,none,0.95,0.9 to 1.0,2,2,1095,0.000653,5340
265,V1,Llama 3.1 8B,zero-shot,moderate,2,decoration_competition,"Show the names of members whose country is ""United States"" or ""Canada"".","SELECT Name FROM member WHERE Country = ""United States"" OR Country = ""Canada""","SELECT Name FROM member WHERE Country IN ('United States', 'Canada')",Correct,1,1,0,none,1.0,0.9 to 1.0,10,10,308,0.000016,3203
266,V2,Llama 3.1 8B,few-shot,moderate,2,decoration_competition,"Show the names of members whose country is ""United States"" or ""Canada"".","SELECT Name FROM member WHERE Country = ""United States"" OR Country = ""Canada""",SELECT name FROM member WHERE country = 'United States' OR country = 'Canada',Correct,1,1,0,none,0.95,0.9 to 1.0,10,10,941,0.000048,9367
267,V3,Llama 3.1 70B,zero-shot,moderate,2,decoration_competition,"Show the names of members whose country is ""United States"" or ""Canada"".","SELECT Name FROM member WHERE Country = ""United States"" OR Country = ""Canada""",SELECT Name FROM member WHERE Country = 'United States' OR Country = 'Canada',Correct,1,1,0,none,1.0,0.9 to 1.0,10,10,311,0.000190,2403
268,V4,Llama 3.1 70B,few-shot,moderate,2,decoration_competition,"Show the names of members whose country is ""United States"" or ""Canada"".","SELECT Name FROM member WHERE Country = ""United States"" OR Country = ""Canada""",SELECT Name FROM member WHERE Country = 'United States' OR Country = 'Canada',Correct,1,1,0,none,0.95,0.9 to 1.0,10,10,941,0.000561,4371
269,V1,Llama 3.1 8B,zero-shot,moderate,2,department_management,What are the distinct ages of the heads who are acting?,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id = T2.head_id WHERE T2.temporary_acting = 'Yes',SELECT DISTINCT T2.age FROM management AS T1 JOIN head AS T2 ON T1.head_ID = T2.head_ID WHERE T1.temporary_acting = 'acting',Silent failure,0,1,1,wrong_filter,1.0,0.9 to 1.0,3,0,333,0.000018,3278
270,V2,Llama 3.1 8B,few-shot,moderate,2,department_management,What are the distinct ages of the heads who are acting?,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id = T2.head_id WHERE T2.temporary_acting = 'Yes',SELECT DISTINCT T2.age FROM management AS T1 JOIN head AS T2 ON T1.head_ID = T2.head_ID WHERE T1.temporary_acting = 'acting',Silent failure,0,1,1,wrong_filter,0.9,0.9 to 1.0,3,0,962,0.000050,9414
271,V3,Llama 3.1 70B,zero-shot,moderate,2,department_management,What are the distinct ages of the heads who are acting?,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id = T2.head_id WHERE T2.temporary_acting = 'Yes',SELECT DISTINCT h.age FROM head h JOIN management m ON h.head_ID = m.head_ID WHERE m.temporary_acting = 'acting',Silent failure,0,1,1,wrong_filter,1.0,0.9 to 1.0,3,0,325,0.000201,2294
272,V4,Llama 3.1 70B,few-shot,moderate,2,department_management,What are the distinct ages of the heads who are acting?,SELECT DISTINCT T1.age FROM management AS T2 JOIN head AS T1 ON T1.head_id = T2.head_id WHERE T2.temporary_acting = 'Yes',SELECT DISTINCT T1.age FROM head AS T1 JOIN management AS T2 ON T1.head_ID = T2.head_ID WHERE T2.temporary_acting = 'acting',Silent failure,0,1,1,wrong_filter,0.8,0.7 to 0.9,3,0,962,0.000578,5557
273,V1,Llama 3.1 8B,zero-shot,moderate,2,department_store,Count the number of stores the chain South has.,"SELECT count(*) FROM department_stores AS T1 JOIN department_store_chain AS T2 ON T1.dept_store_chain_id = T2.dept_store_chain_id WHERE T2.dept_store_chain_name = ""South""",SELECT COUNT(*) FROM Department_Stores WHERE dept_store_chain_id IN ( SELECT dept_store_chain_id FROM Department_Store_Chain WHERE dept_store_chain_name = 'South' ),Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1068,0.000055,11414
274,V2,Llama 3.1 8B,few-shot,moderate,2,department_store,Count the number of stores the chain South has.,"SELECT count(*) FROM department_stores AS T1 JOIN department_store_chain AS T2 ON T1.dept_store_chain_id = T2.dept_store_chain_id WHERE T2.dept_store_chain_name = ""South""",SELECT COUNT(T1.dept_store_id) FROM Department_Stores AS T1 JOIN Department_Store_Chain AS T2 ON T1.dept_store_chain_id = T2.dept_store_chain_id WHERE T2.dept_store_chain_name = 'South',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1711,0.000088,11553
275,V3,Llama 3.1 70B,zero-shot,moderate,2,department_store,Count the number of stores the chain South has.,"SELECT count(*) FROM department_stores AS T1 JOIN department_store_chain AS T2 ON T1.dept_store_chain_id = T2.dept_store_chain_id WHERE T2.dept_store_chain_name = ""South""",SELECT COUNT(DS.dept_store_id) FROM Department_Stores DS JOIN Department_Store_Chain DSC ON DS.dept_store_chain_id = DSC.dept_store_chain_id WHERE DSC.dept_store_chain_name = 'South',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,1078,0.000649,381
276,V4,Llama 3.1 70B,few-shot,moderate,2,department_store,Count the number of stores the chain South has.,"SELECT count(*) FROM department_stores AS T1 JOIN department_store_chain AS T2 ON T1.dept_store_chain_id = T2.dept_store_chain_id WHERE T2.dept_store_chain_name = ""South""",SELECT COUNT(T2.dept_store_id) FROM Department_Store_Chain AS T1 JOIN Department_Stores AS T2 ON T1.dept_store_chain_id = T2.dept_store_chain_id WHERE T1.dept_store_chain_name = 'South',Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1715,0.001026,8651
277,V1,Llama 3.1 8B,zero-shot,moderate,2,dorm_1,Find the capacity and gender type of the dorm whose name has substring ‘Donor’.,"SELECT student_capacity , gender FROM dorm WHERE dorm_name LIKE '%Donor%'","SELECT student_capacity, gender FROM Dorm WHERE dorm_name LIKE '%Donor%'",Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,401,0.000021,4402
278,V2,Llama 3.1 8B,few-shot,moderate,2,dorm_1,Find the capacity and gender type of the dorm whose name has substring ‘Donor’.,"SELECT student_capacity , gender FROM dorm WHERE dorm_name LIKE '%Donor%'","SELECT student_capacity, gender FROM Dorm WHERE dorm_name LIKE '%Donor%'",Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1030,0.000052,10526
279,V3,Llama 3.1 70B,zero-shot,moderate,2,dorm_1,Find the capacity and gender type of the dorm whose name has substring ‘Donor’.,"SELECT student_capacity , gender FROM dorm WHERE dorm_name LIKE '%Donor%'","SELECT student_capacity, gender FROM Dorm WHERE dorm_name LIKE '%Donor%'",Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,401,0.000243,2701
280,V4,Llama 3.1 70B,few-shot,moderate,2,dorm_1,Find the capacity and gender type of the dorm whose name has substring ‘Donor’.,"SELECT student_capacity , gender FROM dorm WHERE dorm_name LIKE '%Donor%'","SELECT student_capacity, gender FROM Dorm WHERE dorm_name LIKE '%Donor%'",Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1030,0.000614,4407
281,V1,Llama 3.1 8B,zero-shot,moderate,2,driving_school,What is the nickname of the employee named Janessa Sawayn?,"SELECT nickname FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",SELECT nickname FROM Staff WHERE first_name = 'Janessa' AND last_name = 'Sawayn',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,667,0.000034,6475
282,V1,Llama 3.1 8B,zero-shot,moderate,2,driving_school,How much in total does customer with first name as Carole and last name as Bernhard paid?,"SELECT sum(T1.amount_payment) FROM Customer_Payments AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Carole"" AND T2.last_name = ""Bernhard""",SELECT SUM(CP.amount_payment) FROM Customer_Payments CP JOIN Customers C ON CP.customer_id = C.customer_id WHERE C.first_name = 'Carole' AND C.last_name = 'Bernhard',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,695,0.000037,6367
283,V2,Llama 3.1 8B,few-shot,moderate,2,driving_school,What is the nickname of the employee named Janessa Sawayn?,"SELECT nickname FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",SELECT nickname FROM Staff WHERE first_name = 'Janessa' AND last_name = 'Sawayn',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1297,0.000066,12641
284,V2,Llama 3.1 8B,few-shot,moderate,2,driving_school,How much in total does customer with first name as Carole and last name as Bernhard paid?,"SELECT sum(T1.amount_payment) FROM Customer_Payments AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Carole"" AND T2.last_name = ""Bernhard""",SELECT SUM(T2.amount_payment) FROM Customers AS T1 JOIN Customer_Payments AS T2 ON T1.customer_id = T2.customer_id WHERE T1.first_name = 'Carole' AND T1.last_name = 'Bernhard',Correct,1,1,0,none,0.95,0.9 to 1.0,1,1,1332,0.000069,13422
285,V3,Llama 3.1 70B,zero-shot,moderate,2,driving_school,How much in total does customer with first name as Carole and last name as Bernhard paid?,"SELECT sum(T1.amount_payment) FROM Customer_Payments AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Carole"" AND T2.last_name = ""Bernhard""",SELECT SUM(cp.amount_payment) FROM Customer_Payments cp JOIN Customers c ON cp.customer_id = c.customer_id WHERE c.first_name = 'Carole' AND c.last_name = 'Bernhard',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,694,0.000421,2429
286,V3,Llama 3.1 70B,zero-shot,moderate,2,driving_school,What is the nickname of the employee named Janessa Sawayn?,"SELECT nickname FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",SELECT nickname FROM Staff WHERE first_name = 'Janessa' AND last_name = 'Sawayn',Correct,1,1,0,none,1.0,0.9 to 1.0,1,1,667,0.000401,2397
287,V4,Llama 3.1 70B,few-shot,moderate,2,driving_school,How much in total does customer with first name as Carole and last name as Bernhard paid?,"SELECT sum(T1.amount_payment) FROM Customer_Payments AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = ""Carole"" AND T2.last_name = ""Bernhard""",SELECT SUM(T1.amount_payment) FROM Customer_Payments AS T1 JOIN Customers AS T2 ON T1.customer_id = T2.customer_id WHERE T2.first_name = 'Carole' AND T2.last_name = 'Bernhard',Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1332,0.000799,6462
288,V4,Llama 3.1 70B,few-shot,moderate,2,driving_school,What is the nickname of the employee named Janessa Sawayn?,"SELECT nickname FROM Staff WHERE first_name = ""Janessa"" AND last_name = ""Sawayn"";",SELECT nickname FROM Staff WHERE first_name = 'Janessa' AND last_name = 'Sawayn',Correct,1,1,0,none,0.9,0.9 to 1.0,1,1,1297,0.000772,6573
289,V1,Llama 3.1 8B,zero-shot,moderate,2,e_learning,List all the login names and family names of course author and tutors.,"SELECT login_name , family_name FROM Course_Authors_and_Tutors","SELECT login_name, family_name FROM Course_Authors_and_Tutors",Correct,1,1,0,none,1.0,0.9 to 1.0,15,15,587,0.000030,5661
290,V2,Llama 3.1 8B,few-shot,moderate,2,e_learning,List all the login names and family names of course author and tutors.,"SELECT login_name , family_name FROM Course_Authors_and_Tutors","SELECT login_name, family_name FROM Course_Authors_and_Tutors",Correct,1,1,0,none,0.95,0.9 to 1.0,15,15,1218,0.000062,11638
291,V3,Llama 3.1 70B,zero-shot,moderate,2,e_learning,List all the login names and family names of course author and tutors.,"SELECT login_name , family_name FROM Course_Authors_and_Tutors","SELECT login_name, family_name FROM Course_Authors_and_Tutors",Correct,1,1,0,none,1.0,0.9 to 1.0,15,15,587,0.000352,2352
292,V4,Llama 3.1 70B,few-shot,moderate,2,e_learning,List all the login names and family names of course author and tutors.,"SELECT login_name , family_name FROM Course_Authors_and_Tutors","SELECT login_name, family_name FROM Course_Authors_and_Tutors",Correct,1,1,0,none,1.0,0.9 to 1.0,15,15,1218,0.000724,6326
293,V1,Llama 3.1 8B,zero-shot,moderate,2,election_representative,What are the names of representatives with more than 10000 votes in election?,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE Votes > 10000,SELECT r.Name FROM representative r JOIN election e ON r.Representative_ID = e.Representative_ID WHERE e.Votes > 10000,Correct,1,1,0,none,1.0,0.9 to 1.0,4,4,296,0.000016,1401
294,V2,Llama 3.1 8B,few-shot,moderate,2,election_representative,What are the names of representatives with more than 10000 votes in election?,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE Votes > 10000,SELECT T2.Name FROM election AS T1 JOIN representative AS T2 ON T1.Representative_ID = T2.Representative_ID WHERE T1.Votes > 10000,Correct,1,1,0,none,0.95,0.9 to 1.0,4,4,933,0.000048,9431
